parkinggeohash,avglatitude,avglongitude,city,county,state,country,iso_3166_2,avgtimetopark,avgtimetoparkratio,totalsearching,percentsearching,avguniquegeohashes,avgtotalgeohashes,circlingdistribution,hourlydistribution,percentcar,percentmpv,percentldt,percentmdt,percenthdt,percentother,updatedate,version
dphgqcf,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,6,1,5,0,4,7,"{""dphgqcf"":0.2037, ""dphgqf4"":0.1447, ""dphgqf5"":0.0386, ""dphgqcg"":0.1578, ""dphgqcc"":0.0828, ""dphgqf1"":0.3724}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.3333, ""09"": null, ""10"": null, ""11"": 0.3333, ""12"": 0.3333, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,1,0,0,0,2018-05-02,1
dphgr6v,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,5,2,6,0,5,8,"{""dphgr7j"":0.1677, ""dphgr7h"":0.057, ""dphgr7n"":0.0593, ""dphgr6w"":0.0938, ""dphgr6y"":0.0607, ""dphgr6s"":0.1229, ""dphgr6v"":0.1513, ""dphgr6t"":0.1289, ""dphgr6u"":0.1586}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.2, ""08"": null, ""09"": 0.2, ""10"": 0.2, ""11"": 0.2, ""12"": 0.2, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgx47,40,-83,Columbus,Franklin,Ohio,United States of America,US-OH,4,1,5,0,5,7,"{""dphgx4k"":0.1274, ""dphgx4h"":0.1583, ""dphgx4e"":0.1066, ""dphgx47"":0.2116, ""dphgx45"":0.1846, ""dphgx4s"":0.0581, ""dphgx46"":0.1276, ""dphgx4d"":0.0258}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.25, ""10"": null, ""11"": null, ""12"": 0.25, ""13"": null, ""14"": 0.25, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": 0.25, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,1,0,0,0,2018-05-02,1
dpj52n3,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,4,2,10,0,6,9,"{""dpj52n6"":0.1331, ""dpj52n2"":0.071, ""dpj52n1"":0.0502, ""dpj52nd"":0.1217, ""dpj52n0"":0.0776, ""dpj52n9"":0.1065, ""dpj52n4"":0.0539, ""dpj52n3"":0.3859}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1667, ""08"": null, ""09"": 0.1667, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": 0.1667, ""15"": 0.1667, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgr75,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,5,1,33,0,5,8,"{""dphgr75"":0.1851, ""dphgr7k"":0.0734, ""dphgr6u"":0.0612, ""dphgr77"":0.1233, ""dphgr76"":0.1172, ""dphgr7h"":0.0734, ""dphgr6f"":0.0527, ""dphgr6g"":0.0951, ""dphgr74"":0.2187}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.125, ""08"": 0.125, ""09"": 0.125, ""10"": 0.125, ""11"": 0.125, ""12"": 0.125, ""13"": 0.125, ""14"": 0.125, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgwx3,40,-83,Columbus,Franklin,Ohio,United States of America,US-OH,4,1,26,0,5,8,"{""dphgwx3"":0.2204, ""dphgwx2"":0.1325, ""dphgwx1"":0.0432, ""dphgwx8"":0.052, ""dphgwx9"":0.2023, ""dphgwx0"":0.0914, ""dphgwx6"":0.0705, ""dphgwx4"":0.0306, ""dphgwxd"":0.1572}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.125, ""05"": null, ""06"": null, ""07"": 0.125, ""08"": 0.125, ""09"": 0.125, ""10"": 0.125, ""11"": 0.125, ""12"": 0.125, ""13"": 0.125, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dpj58cu,40,-82,Columbus,Franklin,Ohio,United States of America,US-OH,3,2,6,0,4,6,"{""dpj58ce"":0.2395, ""dpj58cu"":0.1791, ""dpj58cs"":0.0969, ""dpj58ct"":0.0798, ""dpj58cv"":0.2129, ""dpj58fj"":0.102, ""dpj58fh"":0.0898}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": 0.3333, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.3333, ""19"": 0.3333, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgr1k,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,3,1,25,0,4,6,"{""dphgr1h"":0.0027, ""dphgr1t"":0.6241, ""dphgr17"":0.0029, ""dphgr1m"":0.0786, ""dphgr1k"":0.256, ""dphgr15"":0.0357}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.0984, ""07"": 0.0984, ""08"": 0.0984, ""09"": 0.0984, ""10"": 0.0984, ""11"": 0.1639, ""12"": 0.1475, ""13"": 0.0984, ""14"": null, ""15"": 0.0984, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphghs8,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,6,1,12,0,5,8,"{""dphghs3"":0.1006, ""dphghkx"":0.0562, ""dphghs2"":0.1879, ""dphghs9"":0.1451, ""dphghkz"":0.0535, ""dphghs8"":0.4266, ""dphghkr"":0.0302}","{""00"": null, ""01"": null, ""02"": null, ""03"": 0.2, ""04"": 0.2, ""05"": 0.2, ""06"": 0.2, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgx49,40,-83,Columbus,Franklin,Ohio,United States of America,US-OH,6,1,5,0,6,9,"{""dphgx49"":0.2834, ""dphgx42"":0.0753, ""dphgx43"":0.0858, ""dphgx4d"":0.1372, ""dphgx4f"":0.1853, ""dphgx4b"":0.0412, ""dphgx4c"":0.0496, ""dphgx46"":0.1422}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.25, ""08"": null, ""09"": null, ""10"": 0.25, ""11"": null, ""12"": 0.25, ""13"": null, ""14"": 0.25, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgwcj,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,7,1,5,0,4,7,"{""dphgwbv"":0.0288, ""dphgwcn"":0.3225, ""dphgwby"":0.1434, ""dphgwcj"":0.1527, ""dphgwbu"":0.1564, ""dphgwch"":0.1962}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.3333, ""08"": 0.3333, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.3333, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphupdd,40,-82,Columbus,Franklin,Ohio,United States of America,US-OH,3,1,8,0,4,6,"{""dphupd9"":0.2624, ""dphupdg"":0, ""dphupdf"":0.1078, ""dphupdc"":0.0843, ""dphupd3"":0.2268, ""dphupd6"":0.1331, ""dphupdd"":0.1857}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.1667, ""19"": 0.1667, ""20"": 0.1667, ""21"": 0.1667, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphurb2,40,-82,Columbus,Franklin,Ohio,United States of America,US-OH,2,1,8,0,4,7,"{""dphurb0"":0.0089, ""dphurb2"":0.2628, ""dphurb9"":0.0944, ""dphurb8"":0.0491, ""dphurb3"":0.1697, ""dphur8x"":0.3108, ""dphur8r"":0.1042}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": null, ""15"": 0.1667, ""16"": 0.1667, ""17"": 0.1667, ""18"": 0.1667, ""19"": 0.1667, ""20"": null, ""21"": null, ""22"": null, ""23"": 0.1667}",0,0,0,0,0,0,2018-05-02,1
dpj5937,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,4,1,5,0,5,7,"{""dpj5936"":0.1776, ""dpj593d"":0.0686, ""dpj593s"":0.0752, ""dpj593k"":0.2872, ""dpj593e"":0.0815, ""dpj5937"":0.3099}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.25, ""05"": 0.25, ""06"": 0.25, ""07"": null, ""08"": null, ""09"": 0.25, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dpj5c7s,40,-82,Columbus,Franklin,Ohio,United States of America,US-OH,5,1,5,0,5,9,"{""dpj5c7m"":0.0288, ""dpj5c7g"":0.0939, ""dpj5c7v"":0.0613, ""dpj5c7e"":0.0427, ""dpj5c7s"":0.3079, ""dpj5c7t"":0.1304, ""dpj5c7k"":0.0661, ""dpj5c7u"":0.1323, ""dpj5c77"":0.1366}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.2, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.2, ""10"": null, ""11"": 0.2, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.2, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dpj56ve,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,4,3,8,0,4,6,"{""dpj56ve"":0.172, ""dpj56vg"":0.2548, ""dpj56vf"":0.0628, ""dpj56vs"":0.0555, ""dpj56vd"":0.233, ""dpj56vu"":0.222}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.2, ""06"": 0.2, ""07"": null, ""08"": 0.2, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": 0.2, ""15"": null, ""16"": 0.2, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgmhd,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,4,1,6,0,4,6,"{""dphgmhc"":0.421, ""dphgmh9"":0.1119, ""dphgmhf"":0.0793, ""dphgmh6"":0.1044, ""dphgmhd"":0.2835}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.25, ""09"": 0.25, ""10"": 0.25, ""11"": null, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": 0.25, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphg7yd,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,4,1,8,0,5,7,"{""dphg7y3"":0.072, ""dphg7y9"":0.0788, ""dphg7yg"":0.135, ""dphg7y7"":0.2033, ""dphg7ye"":0.1595, ""dphg7yf"":0.0905, ""dphg7y6"":0.0506, ""dphg7yd"":0.2102}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.5833, ""12"": null, ""13"": 0.4167, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphujhz,40,-83,Columbus,Franklin,Ohio,United States of America,US-OH,6,2,9,0,5,8,"{""dphujhw"":0.1696, ""dphujm0"":0.0812, ""dphujk8"":0.0061, ""dphujkb"":0.1447, ""dphujhy"":0.2146, ""dphujjn"":0.0439, ""dphujjp"":0.0147, ""dphujhz"":0.3253}","{""00"": null, ""01"": 0.1667, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.1667, ""11"": 0.25, ""12"": null, ""13"": 0.25, ""14"": 0.1667, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgrc1,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,7,1,5,0,5,9,"{""dphgrc3"":0.078, ""dphgrc1"":0.2586, ""dphgrc4"":0.1596, ""dphgrc6"":0.1155, ""dphgrbb"":0.0334, ""dphgrc2"":0.0539, ""dphgrc0"":0.2453, ""dphgrbf"":0.0557}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": null, ""13"": null, ""14"": 0.2, ""15"": 0.2, ""16"": null, ""17"": 0.2, ""18"": null, ""19"": 0.2, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgsdj,40,-83,Columbus,Franklin,Ohio,United States of America,US-OH,4,2,10,0,5,7,"{""dphgsdm"":0.0846, ""dphgsdn"":0.2576, ""dphgsdk"":0.0147, ""dphgsdj"":0.1092, ""dphgsdq"":0.1067, ""dphgsdh"":0.2245, ""dphgs9u"":0.0028, ""dphgs9v"":0.1998}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.1429, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.1429, ""10"": 0.1429, ""11"": null, ""12"": 0.1429, ""13"": 0.1429, ""14"": null, ""15"": 0.1429, ""16"": 0.1429, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgupj,40,-83,Columbus,Franklin,Ohio,United States of America,US-OH,4,1,13,0,5,7,"{""dphgupn"":0.1154, ""dphgupj"":0.3818, ""dphgunu"":0.058, ""dphgupk"":0.0842, ""dphgupm"":0.2321, ""dphguph"":0.0953, ""dphgunv"":0.0332}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.2, ""08"": 0.2, ""09"": 0.2, ""10"": 0.2, ""11"": null, ""12"": 0.2, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgr66,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,6,2,5,0,7,10,"{""dphgr69"":0.0448, ""dphgr67"":0.0614, ""dphgr66"":0.151, ""dphgr61"":0.1566, ""dphgr65"":0.1322, ""dphgr6e"":0.0791, ""dphgr63"":0.0566, ""dphgr6d"":0.1515, ""dphgr64"":0.1668}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.25, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": 0.25, ""14"": 0.25, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.25, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dpj54jj,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,10,1,63,0,4,7,"{""dpj54jm"":0.3018, ""dpj54jn"":0.0047, ""dpj54jk"":0.2685, ""dpj54jh"":0.0948, ""dpj54hy"":0.0703, ""dpj54jj"":0.2599}","{""00"": null, ""01"": 0.1089, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1089, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.1089, ""12"": 0.1089, ""13"": 0.1089, ""14"": 0.1287, ""15"": 0.1089, ""16"": 0.1089, ""17"": 0.1089, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphuj4w,40,-83,Columbus,Franklin,Ohio,United States of America,US-OH,2,1,5,0,4,6,"{""dphuj4q"":0.2986, ""dphuj4r"":0.1465, ""dphuj4x"":0.1226, ""dphuj4y"":0.1293, ""dphuj4w"":0.3031}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.2, ""12"": 0.2, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": 0.2, ""20"": 0.2, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dpj5c5q,40,-82,Columbus,Franklin,Ohio,United States of America,US-OH,5,1,8,0,4,8,"{""dpj5c5r"":0.1149, ""dpj5c5p"":0.0881, ""dpj5c5q"":0.1572, ""dpj5c5n"":0.0997, ""dpj5c5x"":0.0835, ""dpj5c5t"":0.1795, ""dpj5c5w"":0.0759, ""dpj5c5j"":0.1485, ""dpj5c5m"":0.0527}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.1667, ""07"": 0.1667, ""08"": null, ""09"": 0.1667, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.1667, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgr70,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,5,1,9,0,5,8,"{""dphgr6b"":0.0892, ""dphgr71"":0.0662, ""dphgr70"":0.2358, ""dphgr4z"":0.0419, ""dphgr5p"":0.133, ""dphgr5r"":0.0816, ""dphgr73"":0.0513, ""dphgr6c"":0.155, ""dphgr72"":0.1459}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.1429, ""07"": 0.2857, ""08"": null, ""09"": 0.1429, ""10"": null, ""11"": null, ""12"": null, ""13"": 0.1429, ""14"": 0.1429, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": 0.1429, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgkpu,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,2,1,5,0,5,7,"{""dphgkpg"":0.4375, ""dphgkpt"":0.0707, ""dphgs0j"":0.0723, ""dphgs0h"":0.0973, ""dphgkpv"":0.1157, ""dphgkpu"":0.2065}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.25, ""06"": null, ""07"": null, ""08"": 0.25, ""09"": null, ""10"": null, ""11"": 0.25, ""12"": null, ""13"": null, ""14"": 0.25, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgnj6,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,5,1,5,0,5,7,"{""dphgnjd"":0.0762, ""dphgnj3"":0.1019, ""dphgnj9"":0.0372, ""dphgnj4"":0.0922, ""dphgnj6"":0.2481, ""dphgnje"":0.0259, ""dphgnj7"":0.1067, ""dphgnj5"":0.3118}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": 0.2, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": 0.2, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgrd2,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,8,1,8,0,5,9,"{""dphgr6p"":0.0575, ""dphgrd3"":0.0319, ""dphgrd8"":0.2284, ""dphgrd2"":0.2714, ""dphgrd9"":0.066, ""dphgr6x"":0.1715, ""dphgr6r"":0.0739, ""dphgrd0"":0.0994}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.2, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": 0.2, ""13"": 0.2, ""14"": null, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgk56,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,1,1,5,0,4,7,"{""dphgk51"":0.1288, ""dphgk54"":0.1952, ""dphgk57"":0.27, ""dphgk56"":0.406}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.2, ""08"": 0.2, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": null, ""13"": 0.4, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgrj0,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,5,1,5,0,6,10,"{""dphgqvp"":0.0694, ""dphgquz"":0.0322, ""dphgrj3"":0.1442, ""dphgrhb"":0.0526, ""dphgrj2"":0.1286, ""dphgrhc"":0.0865, ""dphgrj1"":0.1529, ""dphgrj0"":0.2955, ""dphgqvr"":0.038}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.3333, ""09"": 0.3333, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": null, ""15"": 0.3333, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgup7,40,-83,Columbus,Franklin,Ohio,United States of America,US-OH,3,2,9,0,5,7,"{""dphgups"":0.0296, ""dphgupk"":0.1662, ""dphgup5"":0.2132, ""dphguph"":0.064, ""dphgup7"":0.527}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.3333, ""12"": 0.3333, ""13"": 0.3333, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgrj3,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,2,1,5,0,4,7,"{""dphgrj3"":0.0854, ""dphgrj2"":0.1762, ""dphgrj0"":0.2107, ""dphgrj1"":0.0888, ""dphgrj9"":0.2346, ""dphgrj4"":0.2042}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.25, ""08"": null, ""09"": 0.25, ""10"": 0.25, ""11"": 0.25, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dpj55hs,39,-82,Columbus,Franklin,Ohio,United States of America,US-OH,3,1,9,0,4,7,"{""dpj55hv"":0.0639, ""dpj55h7"":0.0238, ""dpj55hk"":0.0793, ""dpj55hu"":0.0988, ""dpj55hs"":0.6616, ""dpj55ht"":0.0726}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1429, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": 0.1429, ""14"": null, ""15"": 0.1429, ""16"": null, ""17"": 0.1429, ""18"": null, ""19"": 0.1429, ""20"": 0.1429, ""21"": 0.1429, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgkev,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,7,1,8,0,4,9,"{""dphgkey"":0.1098, ""dphgkew"":0.0918, ""dphgkev"":0.3635, ""dphgksj"":0.2593, ""dphgket"":0.0067, ""dphgksn"":0.1689}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.125, ""09"": 0.125, ""10"": null, ""11"": 0.125, ""12"": 0.125, ""13"": null, ""14"": 0.125, ""15"": 0.125, ""16"": 0.125, ""17"": null, ""18"": null, ""19"": null, ""20"": 0.125, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dpj5c5p,40,-82,Columbus,Franklin,Ohio,United States of America,US-OH,8,2,5,0,5,9,"{""dpj5c6b"":0.0488, ""dpj5c5n"":0.3705, ""dpj5c5r"":0.0887, ""dpj5c5q"":0.1318, ""dpj5c4y"":0.0465, ""dpj5c5p"":0.1094, ""dpj5c70"":0.061, ""dpj5c4z"":0.1433}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.2, ""08"": 0.2, ""09"": 0.2, ""10"": 0.2, ""11"": null, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
dphgq72,39,-83,Columbus,Franklin,Ohio,United States of America,US-OH,4,1,6,0,6,8,"{""dphgq5p"":0.0379, ""dphgq5r"":0.0739, ""dphgq5x"":0.0458, ""dphgq71"":0.1059, ""dphgq73"":0.3286, ""dphgq70"":0.1651, ""dphgq72"":0.2429}","{""00"": null, ""01"": null, ""02"": 0.2, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": 0.2, ""10"": null, ""11"": 0.2, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0,0,0,0,2018-05-02,1
